"SPEAKER","SENTENCE","DATAID","DOMAINID","DOMAIN","CATEGORY","SPEAKERID","SENTENCEID","MAIN","SUB","QA","QACNCT","MQ","SQ","UA","SA","개체명","용어사전","지식베이스",""
"고객","가격이 사십?","홍은민_가방_3","B","의복의류점","가방","1","20","제품가격문의","","Q","","가격이 사십?","","","","가격, 사십","사십/사십만원","사십만원/금액",""
"점원","478000원요","홍은민_가방_3","B","의복의류점","가방","0","21","제품가격문의","","A","","","","","478000원요","478000원","","478000원/금액",""
"고객","어떤 게 잘 나가요?","홍은민_가방_4","B","의복의류점","가방","1","1","베스트상품문의","","Q","","어떤 게 잘 나가요?","","","","","","",""
"점원","이런 쪽으로 이것과 크로스 연결된 거 많이 찾으세요","홍은민_가방_4","B","의복의류점","가방","0","2","베스트상품문의","","A","","","","","이런 쪽으로 이것과 크로스 연결된 거 많이 찾으세요","이런 쪽, 이거, 크로스","","크로스/스타일",""
"고객","색깔은 베이지하고 검은색밖에 없어요?","홍은민_가방_4","B","의복의류점","가방","1","3","색상에대한문의","","Q","","색깔은 베이지하고 검은색밖에 없어요?","","","","색깔, 베이지, 검은색","","베이지/색상, 검은색/색상",""
"점원","네","홍은민_가방_4","B","의복의류점","가방","0","4","색상에대한문의","","A","","","","","네","","","",""
"고객","한 번 볼 수 없어요?","홍은민_가방_4","B","의복의류점","가방","1","5","종류별가방제품문의요청","","Q","","한 번 볼 수 없어요?","","","","한 번","","한 번/횟수",""
"점원","보여드릴게요","홍은민_가방_4","B","의복의류점","가방","0","6","종류별가방제품문의요청","","A","","","","","보여드릴게요","","","",""
"점원","색깔은 어느 걸로 보여드릴까요?","홍은민_가방_4","B","의복의류점","가방","0","7","종류별가방제품문의요청","색상","Q","","","색깔은 어느 걸로 보여드릴까요?","","","색깔","","",""
"고객","그 베이지로 보여주세요","홍은민_가방_4","B","의복의류점","가방","1","8","종류별가방제품문의요청","색상","A","","","","그 베이지로 보여주세요","","베이지","","베이지/색상",""
"고객","이거 가죽 재질이 굉장히 뻣뻣하네요?","홍은민_가방_4","B","의복의류점","가방","1","9","가방소재문의","","Q","","이거 가죽 재질이 굉장히 뻣뻣하네요?","","","","이거, 가죽 재질, 뻣뻣","","가죽/재질, 뻣뻣/재질",""
"점원","소가죽인데 처리가 되어있어서 그래요","홍은민_가방_4","B","의복의류점","가방","0","10","가방소재문의","","A","","","","","소가죽인데 처리가 되어있어서 그래요","소가죽, 처리","","소가죽/재질",""
"고객","이건 얼마예요?","홍은민_가방_4","B","의복의류점","가방","1","11","제품가격문의","","Q","","이건 얼마예요?","","","","이거, 얼마","","",""
"점원","378000원요","홍은민_가방_4","B","의복의류점","가방","0","12","제품가격문의","","A","","","","","378000원요","378000원","","378000원/금액",""
"고객","할인한 가격이에요?","홍은민_가방_4","B","의복의류점","가방","1","13","할인가격문의","","Q","","할인한 가격이에요?","","","","할인, 가격","","",""
"점원","이거는 할인이 안 되거나 10프로밖에 안 돼요","홍은민_가방_4","B","의복의류점","가방","0","14","할인가격문의","","A","","","","","이거는 할인이 안 되거나 10프로밖에 안 돼요","이거, 할인, 10프로","","10프로/할인율",""
"고객","이건 신상품인가요?","홍은민_가방_4","B","의복의류점","가방","1","15","신상품문의","","Q","","이건 신상품인가요?","","","","이거, 신상품","","신상품/제품",""
"점원","네 이 쪽이 신상품이에요","홍은민_가방_4","B","의복의류점","가방","0","16","신상품문의","","A","","","","","네 이 쪽이 신상품이에요","이 쪽, 신상품","","신상품/제품",""
"고객","이거는 할인 좀 더 하는가요?","홍은민_가방_4","B","의복의류점","가방","1","17","할인여부문의","","Q","","이거는 할인 좀 더 하는가요?","","","","이거, 할인","","",""
"점원","네 이거 할인받으시면 134000원이에요","홍은민_가방_4","B","의복의류점","가방","0","18","할인여부문의","","A","","","","","네 이거 할인받으시면 134000원이에요","이거, 할인, 134000원","","134000원/금액",""
"고객","제가 들만한 거 뭐 어떤 게 잘 나가요?","홍은민_가방_5","B","의복의류점","가방","1","1","베스트상품문의","","Q","","제가 들만한 거 뭐 어떤 게 잘 나가요?","","","","","","",""
"점원","이런 작은 스타일 잘 나가는데 어떠세요?","홍은민_가방_5","B","의복의류점","가방","0","2","베스트상품문의","제품제시","Q","","","이런 작은 스타일 잘 나가는데 어떠세요?","","","이런, 작은 스타일","","이런, 작은 스타일/사이즈",""
"고객","이거는 너무 작은데","홍은민_가방_5","B","의복의류점","가방","1","3","베스트상품문의","제품제시","A","","","","이거는 너무 작은데","","","","",""
"점원","그럼 이 쪽에서 골라보세요. 조금 더 큰 사이즈들입니다","홍은민_가방_5","B","의복의류점","가방","0","4","베스트상품문의","","A","1","","","","그럼 이 쪽에서 골라보세요. 조금 더 큰 사이즈들입니다","큰 사이즈","","큰 사이즈/사이즈",""
"고객","이거는 할인 안 되는 거예요?","홍은민_가방_5","B","의복의류점","가방","1","5","할인여부문의","","Q","","이거는 할인 안 되는 거예요?","","","","이거, 할인","","",""
"점원","할인됩니다","홍은민_가방_5","B","의복의류점","가방","0","6","할인여부문의","","A","","","","","할인됩니다","할인","","",""
"고객","이거는 색상이 회색인가?","홍은민_가방_5","B","의복의류점","가방","1","7","색상에대한문의","","Q","","이거는 색상이 회색인가?","","","","이거, 색상, 회색","","회색/색상",""
"점원","네 짙은 그레이입니다","홍은민_가방_5","B","의복의류점","가방","0","8","색상에대한문의","","A","","","","","네 짙은 그레이입니다","짙은 그레이","","짙은 그레이/색상",""
"고객","요 색깔 하나밖에 없어요?","홍은민_가방_5","B","의복의류점","가방","1","9","색상에대한문의","","Q","","요 색깔 하나밖에 없어요?","","","","색깔, 하나","","하나/가짓수",""
"점원","네","홍은민_가방_5","B","의복의류점","가방","0","10","색상에대한문의","","A","","","","","네","","","",""
"고객","이거는 얼마예요?","홍은민_가방_5","B","의복의류점","가방","1","11","제품가격문의","","Q","","이거는 얼마예요?","","","","이거, 얼마","","",""
"점원","376800원요","홍은민_가방_5","B","의복의류점","가방","0","12","제품가격문의","","A","","","","","376800원요","376800원","","376800원/금액",""
"고객","요거는 얼마에요?","홍은민_가방_5","B","의복의류점","가방","1","13","제품가격문의","","Q","","요거는 얼마에요?","","","","","","",""
"점원","이거는 세일하면 36만 원이에요","홍은민_가방_5","B","의복의류점","가방","0","14","제품가격문의","","A","","","","","이거는 세일하면 36만 원이에요","이거, 세일, 36만 원","","36만 원/금액",""
"고객","저거는 37만 원이지요?","홍은민_가방_5","B","의복의류점","가방","1","15","제품가격문의","","Q","","저거는 37만 원이지요?","","","","저거, 37만 원","","37만 원/금액",""
"점원","네","홍은민_가방_5","B","의복의류점","가방","0","16","제품가격문의","","A","","","","","네","","","",""
"고객","이거 소가죽이에요?","홍은민_가방_5","B","의복의류점","가방","1","17","가방소재문의","","Q","","이거 소가죽이에요?","","","","이거, 소가죽","","소가죽/재질",""
"점원","네","홍은민_가방_5","B","의복의류점","가방","0","18","가방소재문의","","A","","","","","네","","","",""
"고객","이거는 무슨 색깔이지?","홍은민_가방_5","B","의복의류점","가방","1","19","색상에대한문의","","Q","","이거는 무슨 색깔이지?","","","","","","",""
"점원","그거는 겨자 색깔이에요","홍은민_가방_5","B","의복의류점","가방","0","20","색상에대한문의","","A","","","","","그거는 겨자 색깔이에요","그거, 겨자 색깔","","겨자 색깔/색상",""
"고객","사이즈는 이게 많이 크다 그러지 예?","홍은민_가방_5","B","의복의류점","가방","1","21","가방사이즈에따른제품요청문의","","Q","","사이즈는 이게 많이 크다 그러지 예?","","","","사이즈, 이거","","",""
"점원","큰 거는 아니에요 높이가 높아서 커 보이는 겁니다","홍은민_가방_5","B","의복의류점","가방","0","22","가방사이즈에따른제품요청문의","","A","","","","","큰 거는 아니에요 높이가 높아서 커 보이는 겁니다","큰 거, 높이","","",""
"고객","저 가방보다 이 가방이 더 크죠?","홍은민_가방_5","B","의복의류점","가방","1","23","제품비교선택문의","","Q","","저 가방보다 이 가방이 더 크죠?","","","","가방, 가방","","가방/제품, 가방/제품",""
"점원","네","홍은민_가방_5","B","의복의류점","가방","0","24","제품비교선택문의","","A","","","","","네","","","",""
"고객","저 가죽하고 이거 하고 이게 약간 조금 더 뻣뻣한가요?","홍은민_가방_5","B","의복의류점","가방","1","25","제품비교선택문의","","Q","","저 가죽하고 이거 하고 이게 약간 조금 더 뻣뻣한가요?","","","","가죽","","가죽/재질",""
"점원","똑같은 소가죽인데 저게 좀 부드럽게 나온 소재예요","홍은민_가방_5","B","의복의류점","가방","0","26","제품비교선택문의","","A","","","","","똑같은 소가죽인데 저게 좀 부드럽게 나온 소재예요","소가죽, 저거, 소재","","소가죽/재질",""
"고객","세일률은 두 개가 똑같아요?","홍은민_가방_5","B","의복의류점","가방","1","27","할인율문의","","Q","","세일률은 두 개가 똑같아요?","","","","세일률, 두 개","","두 개/수량",""
"점원","네","홍은민_가방_5","B","의복의류점","가방","0","28","할인율문의","","A","","","","","네","","","",""
"고객","몇 프로 한 거예요?","홍은민_가방_5","B","의복의류점","가방","1","29","할인율문의","","Q","","몇 프로 한 거예요?","","","","몇 프로","","",""
"점원","37프로요","홍은민_가방_5","B","의복의류점","가방","0","30","할인율문의","","A","","","","","37프로요","37프로","","37프로/할인율",""
"고객","이거는 회색밖에 없어요?","홍은민_가방_6","B","의복의류점","가방","1","1","색상에대한문의","","Q","","이거는 회색밖에 없어요?","","","","이거, 회색","","회색/색상",""
"점원","자주색과 흰색 있어요","홍은민_가방_6","B","의복의류점","가방","0","2","색상에대한문의","","A","","","","","자주색과 흰색 있어요","그거, 자주색, 흰색","","자주색/색상, 흰색/색상",""
